BUS_SERVICE,OBJECTID_1,BUS_STOP_NUM,BUS_ROOF_NUM,UNIQUE_ID,INC_CRC,FMEL_UPD_D,longitude,latitude
37,142743,76219,B08,4592,B5916C0738AC3477,2.02401E+13,103.95095016674897,1.3564795110261232
37,143430,97179,B06,1452,158134FF1CE354CE,2.02401E+13,103.96996799547638,1.3455007068704494
37,143184,97151,B01,1888,2B34F4E1154A82E5,2.02401E+13,103.96697666244732,1.3495562986152485
37,143284,97181,B07,1351,C38D7F2EE110BECE,2.02401E+13,103.97213000255266,1.3477740049095428
37,143908,97011,B01,2620,F32CC2A1AFA93D89,2.02401E+13,103.96595497369557,1.3533261977892093
37,143959,76231,B11,4885,AE3D38417DE09743,2.02401E+13,103.9574806026857,1.356755998097581
37,143960,76239,B12,4886,207E83DE8655B5EF,2.02401E+13,103.95764083325784,1.3565378024787818
37,145056,97189,B08,950,0C52A03568970FEB,2.02401E+13,103.97140666961131,1.3467263856230582
37,145130,76241,B13,3404,46072A50D01BE11E,2.02401E+13,103.95892865372711,1.3582013830750344
37,145566,76221,B09,4666,127A3A00486DE7E2,2.02401E+13,103.9539874715118,1.3563771920254168
37,145567,76229,B10,4667,76D3B08D0D659A19,2.02401E+13,103.95340194375504,1.3561483660952136
37,145568,76211,B07,4668,4E6C3EF07D0A56A3,2.02401E+13,103.95114869711688,1.3567013956822165
37,147197,97159,B02,1117,0E9962CA4C60ED1C,2.02401E+13,103.96773733088193,1.3503294316303482
37,145624,76209,B06,4056,10F2696F8BC050FB,2.02401E+13,103.94749598801947,1.3566191229620332
37,146841,97161,B03,2455,6060C7F7F90EAAE5,2.02401E+13,103.96776686236144,1.346879044995096
37,146866,97149,B02,1735,59BD51241F20335B,2.02401E+13,103.9679461575585,1.3518527642967761
37,146869,97141,B01,1738,51D326FF3417FF6D,2.02401E+13,103.96794144138194,1.3522347308567195
37,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
37,147468,97171,B05,1864,96C64752AED70AC9,2.02401E+13,103.9699980363397,1.3456827152408881
69,144774,75229,B07,489,A7609CB0BE2C1471,2.02401E+13,103.93669137037199,1.3450210175549615
69,142553,75149,B09,4612,C18EB70E3866FA07,2.02401E+13,103.93361964232237,1.3559907283375408
69,142650,84009,NIL,3766,C9B8BC0EAFBBC4B2,2.02401E+13,103.9296548234795,1.3248541900467168
69,142975,84209,B06,3045,9EC86DD31BE26EDE,2.02401E+13,103.9333269972492,1.3369397544005799
69,143136,75131,B08,1368,BFCA55333EBF3551,2.02401E+13,103.93717694135275,1.3559477268893398
69,143299,75249,B03,4919,02A403D807C4DF7F,2.02401E+13,103.93010037210783,1.3479621464657359
69,143950,75121,B06,3544,0E5B7B5BF5ECC5F9,2.02401E+13,103.93902864572405,1.3559476245432733
69,143463,75129,B05,3319,B59D3F165E2D3DA4,2.02401E+13,103.93921901485028,1.3556655372628998
69,143533,75349,B24,884,E669B6F1B6CE7A4B,2.02401E+13,103.9339085412084,1.3380592325708598
69,143811,75159,B04,1514,1AD547A813919D83,2.02401E+13,103.93144358523455,1.3540588326773064
69,143894,75239,B05,1822,8B5D43B84589EB6E,2.02401E+13,103.93235741524362,1.3468265070122316
69,146126,75151,B03,989,8B6FC5EC5CDD0AD6,2.02401E+13,103.93143586032909,1.3545515336104768
69,147205,75039,B02,1146,0797638F67FD8441,2.02401E+13,103.92954579192327,1.3506376501141726
69,146714,75141,B10,2094,89CABD30D87DF2C4,2.02401E+13,103.93386366156457,1.3562049536058585
69,146233,75241,B04,1324,F9B3BC096006E14D,2.02401E+13,103.92982187112193,1.3484391178123756
69,145724,75061,B25,389,5A15508E2A59DC5F,2.02401E+13,103.93653015840799,1.3407893009694107
69,146840,84529,B04,1730,9DC0E4A706AF5080,2.02401E+13,103.93431255468195,1.3320825295163017
69,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
69,146402,84351,B01,3005,D7DA86944A1DFF70,2.02401E+13,103.93417374896245,1.3276415658016496
69,146403,84359,B02,3006,106F664FB63142B1,2.02401E+13,103.93398756356295,1.3278927539836496
69,147494,75231,B06,1565,1549C2D3AFA3423F,2.02401E+13,103.93281646174941,1.3470209208384845
69,146428,75139,B07,1717,04D912566E197548,2.02401E+13,103.9360065015857,1.3556424949488126
69,147520,84219,B02,2289,02F310C1AE49095F,2.02401E+13,103.93483495841183,1.329334214317477
69,147016,75341,B23,1079,A8D5A7C66B765B0C,2.02401E+13,103.93393177614459,1.338346989
69,146520,75221,B08,1253,F8161E42CC6E4E2C,2.02401E+13,103.93603640751797,1.3456666068266145
69,146003,75069,B26,643,46B819A24C1DDC29,2.02401E+13,103.93673793731246,1.3406584832706396
69,147075,84201,B05,2854,62E6E8D84E649728,2.02401E+13,103.93311744327208,1.3364790044214838
69,146012,84211,B01,652,994F78138A142808,2.02401E+13,103.9344348227129,1.3301371660596564
69,146029,84521,B03,4977,5738EE0BA26A6901,2.02401E+13,103.93394203964925,1.3324287856310928
69,145499,75031,B01,978,3AE2CF433E49C76A,2.02401E+13,103.92949695860669,1.3509788122047832
81,144179,76199,B04,3428,6E9BD37291F51DDE,2.02401E+13,103.94529736683316,1.3565944459015506
81,144392,76201,B05,743,A0BBB3372C7BEB12,2.02401E+13,103.9478454957531,1.3568806000666633
81,144017,77249,B18,314,465772B248D98981,2.02401E+13,103.93991305793062,1.3759553152633386
81,144028,78069,B06,324,0B9AFF730D78AA4E,2.02401E+13,103.95818995198508,1.3686922091324658
81,144478,76191,B03,372,C23E8938DDE34D3F,2.02401E+13,103.94480175846428,1.3568857098798686
81,144669,63031,B21,4620,14A0C686BA8BFFEC,2.02401E+13,103.88528190485117,1.3605898797734943
81,144674,77051,B07,4625,9CEE2E665266EF0F,2.02401E+13,103.95513744611407,1.3691034910674869
81,144706,98099,B02,43,9AF1502BFB1A89DC,2.02401E+13,103.9633383534994,1.3645709272881694
81,144720,78049,NIL,3180,5D60F4ECDCCB1161,2.02401E+13,103.94196888911324,1.3743929283039573
81,144842,76249,B14,3410,9C78D1E842AA9E7E,2.02401E+13,103.95938607497794,1.358273148285138
81,142403,98011,B01,3684,2F2BBC046F59777A,2.02401E+13,103.96294681157374,1.362238487692047
81,142472,77011,B15,4574,4B2DDA1D8B967028,2.02401E+13,103.94252481460798,1.373852837343115
81,142554,77289,B22,4613,44AA5115339C9380,2.02401E+13,103.93586272634757,1.3789480420615525
81,142614,77039,B12,4875,D10C769A7B312CF0,2.02401E+13,103.94832280368443,1.3716214445343948
81,142657,64131,B11,4184,B63D066FFD841D6C,2.02401E+13,103.90358813119954,1.3630298955589342
81,142743,76219,B08,4592,B5916C0738AC3477,2.02401E+13,103.95095016674897,1.3564795110261232
81,142774,77019,B16,3719,39B8970896D9D1FC,2.02401E+13,103.94359795422007,1.3737282326062392
81,142934,77031,B11,5085,D17FB3D669A8B2F8,2.02401E+13,103.94832274150434,1.3712034834860292
81,142977,77241,B17,3047,662F5420B953441E,2.02401E+13,103.94031653261104,1.3752714062918994
81,143072,66351,B01A,3222,86AB1988A3ADF17C,2.02401E+13,103.87318359418275,1.350559846310126
81,143097,62149,B16,3248,813862D11F7BF833,2.02401E+13,103.87599184480368,1.3517178014015216
81,143244,77029,B14,3269,0801724F040202BB,2.02401E+13,103.94612055252621,1.372697683
81,143260,77339,B05,3285,AA11A001245200CE,2.02401E+13,103.9328315317304,1.3781033437555028
81,143268,78061,B05,3294,DA665B240C7DC2AE,2.02401E+13,103.95841856678233,1.3682813598991161
81,143286,63019,B18,1353,437DEDFA7DB841E9,2.02401E+13,103.87794483731946,1.353440791399472
81,143342,77059,B08,2554,F9481BA0D8609C44,2.02401E+13,103.95511046535186,1.3693991094704732
81,143959,76231,B11,4885,AE3D38417DE09743,2.02401E+13,103.9574806026857,1.356755998097581
81,143960,76239,B12,4886,207E83DE8655B5EF,2.02401E+13,103.95764083325784,1.3565378024787818
81,143494,78181,B03,2518,E033406BCA8003A0,2.02401E+13,103.95910545379998,1.364729566
81,143608,63249,B18,1962,C92C74E80C83FCE5,2.02401E+13,103.8925552722544,1.3640815965605095
81,143666,64209,B06,2609,DBFF754EFAA45EC1,2.02401E+13,103.89444624902492,1.361455062106789
81,143719,77239,B20,4032,46D46A3C54B72D44,2.02401E+13,103.93789677646028,1.3774768135492306
81,143783,77049,B10,4874,2DBC5438A1CF5BC5,2.02401E+13,103.95157590899046,1.3696633369283304
81,143873,77331,B06,1997,880E78F4BD4C67B1,2.02401E+13,103.93345116408199,1.3783927969373626
81,145008,63049,B24,4757,D603071E7F9ABBCC,2.02401E+13,103.88748460827753,1.362184370272003
81,145086,66371,B03,625,5F8E480A1DF30739,2.02401E+13,103.87269093141421,1.3538245684734995
81,145130,76241,B13,3404,46072A50D01BE11E,2.02401E+13,103.95892865372711,1.3582013830750344
81,145178,64201,B05,3785,18CEE64619705252,2.02401E+13,103.89409309943781,1.3617310784097818
81,145566,76221,B09,4666,127A3A00486DE7E2,2.02401E+13,103.9539874715118,1.3563771920254168
81,145567,76229,B10,4667,76D3B08D0D659A19,2.02401E+13,103.95340194375504,1.3561483660952136
81,145568,76211,B07,4668,4E6C3EF07D0A56A3,2.02401E+13,103.95114869711688,1.3567013956822165
81,146682,77041,B09,1796,FF46C08D5837C66E,2.02401E+13,103.95123294382324,1.3694879049191655
81,145624,76209,B06,4056,10F2696F8BC050FB,2.02401E+13,103.94749598801947,1.3566191229620332
81,147286,78189,B04,1464,9A84E2C790E66F36,2.02401E+13,103.95898657253522,1.3645728439122529
81,147303,63039,B22,1174,36594C5F3D42B6D5,2.02401E+13,103.88542840946319,1.3601953089195857
81,147311,63149,B02,1282,A5F6834DCBD8B7C9,2.02401E+13,103.87456180639217,1.354917105870019
81,145712,64229,B10,377,DE9EDDBB854F4788,2.02401E+13,103.90213443429208,1.3624165413650176
81,146260,98091,B01,2278,5CBB5898442D020B,2.02401E+13,103.96308211852322,1.3643720792412508
81,146309,77281,B21,676,2BB6895218ACB17D,2.02401E+13,103.93609423997624,1.3784256160170865
81,146830,63041,B23,1634,09876396F6EF5C7A,2.02401E+13,103.88762050115223,1.3627005953121736
81,147400,78199,B06,1467,EA6FA38645E735F7,2.02401E+13,103.96186337916888,1.3646794518117347
81,145801,64221,B09,222,3DD47299CF0514AE,2.02401E+13,103.9009321603278,1.362661999
81,146387,63029,B20,2837,E6431360BB9A651D,2.02401E+13,103.88227182655955,1.3573431324162615
81,146389,63021,B19,2839,F9AF69D2D35AE343,2.02401E+13,103.88148934809765,1.3570444557649117
81,146390,63011,B17,2840,2046FAE52E8D163A,2.02401E+13,103.87834166185353,1.3544041036456385
81,146891,78191,B05,1596,468B4FFE5C0D99C2,2.02401E+13,103.96182825204802,1.3649602599218367
81,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
81,147518,64219,B08,2287,93DBC8CED07DECD5,2.02401E+13,103.89829951451541,1.3619359845780052
81,147015,63241,B17,1078,FD74923698F4D70D,2.02401E+13,103.89209614480956,1.3641654939643155
81,147073,64211,B07,2852,4A75DD894D3A087B,2.02401E+13,103.89707068945387,1.3621474415672163
81,146033,98019,B02,4982,8668831844FCCABA,2.02401E+13,103.96304062559146,1.3619399789376054
81,146034,63059,B26,4983,EC68637E52291373,2.02401E+13,103.88983413263313,1.3643653577339838
81,146035,63051,B25,4984,6EFEF7601FFB1A41,2.02401E+13,103.8891578403834,1.3641921553766598
81,147097,77021,B13,2370,AFFD9AF6F1137411,2.02401E+13,103.94597842813863,1.3724796828046604
81,147157,77231,B19,2666,4070F187762F60A7,2.02401E+13,103.9383200158486,1.3767679236828132
127,144462,75319,B04,552,55F8A53C0DFDB188,2.02401E+13,103.93104208703589,1.367181238015846
127,142914,76511,B01,3025,FC04F2346A87149F,2.02401E+13,103.93943027806881,1.3594000173546277
127,142915,76529,B04,3026,60F183BC20E0D5D4,2.02401E+13,103.94043534059045,1.3575356659060067
127,142628,74031,B33,6416,14D1E49AC7E47F95,2.02401E+13,103.92573083528741,1.3675880440311479
127,142631,74011,B29,6412,64FFA67D48F3EF71,2.02401E+13,103.92040568514214,1.373805669225736
127,142815,75511,NIL,3068,FAFA6682F2853E68,2.02401E+13,103.93480247334892,1.3641718424754727
127,142816,75519,NIL,3069,A5512DB1DF7F40E1,2.02401E+13,103.93454434902473,1.3641021822003472
127,142968,74041,B35,3037,CBA97B1AA6111466,2.02401E+13,103.92985438647545,1.3685023102096325
127,142989,75391,B03,6410,29F8E0894CD5C6D5,2.02401E+13,103.9212671443969,1.3750677396047286
127,142991,74021,B31,6413,CD2156FF67D92F23,2.02401E+13,103.92279828765709,1.3705561962122914
127,143081,76521,B03,3231,253E0B756B29D0DF,2.02401E+13,103.94074920515841,1.357589502177928
127,143482,75361,B01,1918,709BE9232F0FAD47,2.02401E+13,103.93026694915983,1.370788307861445
127,143767,76519,B02,2704,2FB24832B579C2CC,2.02401E+13,103.93921699310847,1.3592811202482107
127,143771,75279,B12,2708,0184EF5FA155E234,2.02401E+13,103.93607231519587,1.3605819568751802
127,145606,75311,B03,4640,047B7E7C5DBF38B8,2.02401E+13,103.93077506607416,1.3671421343319214
127,146897,75381,B01,1483,405AECF8BEF8A548,2.02401E+13,103.92657216794784,1.3731528801750514
127,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
127,147474,75271,B11,4426,A5C0D43380BB251D,2.02401E+13,103.93591849122309,1.3602333695468793
127,146544,75461,B02,2974,CC3F412C7B0F31D7,2.02401E+13,103.93358606490743,1.3659385360204097
127,146064,75501,UNK,276,8556AA9A918B8F57,2.02401E+13,103.93480544722141,1.3615003552060758
127,146073,75509,UNK,286,A06AA3D8D8056F67,2.02401E+13,103.93452371602679,1.3614513144758955
291,144179,76199,B04,3428,6E9BD37291F51DDE,2.02401E+13,103.94529736683316,1.3565944459015506
291,144478,76191,B03,372,C23E8938DDE34D3F,2.02401E+13,103.94480175846428,1.3568857098798686
291,144709,75201,B01,46,E7519144482741F0,2.02401E+13,103.93354623986069,1.3508102253001237
291,142566,76411,B01,3119,A9AAABB774570A1E,2.02401E+13,103.95752167154942,1.353845782640324
291,142567,76181,B02,3120,61AA63D788812478,2.02401E+13,103.95314181506444,1.353843821274189
291,142568,76189,B01,3121,875AD2E118B0A273,2.02401E+13,103.9528961973301,1.353711828212941
291,142706,76421,B03,3780,A96E9DAD0D01FDCB,2.02401E+13,103.95994185121529,1.3538479311554348
291,142767,76409,B06,3711,D19D5F7257B83EE1,2.02401E+13,103.95087041906713,1.354817556238014
291,143136,75131,B08,1368,BFCA55333EBF3551,2.02401E+13,103.93717694135275,1.3559477268893398
291,143163,75219,B03,2036,9FC6AB81DB9E1F38,2.02401E+13,103.93217017468228,1.3497819108566529
291,143341,75111,B02,2553,822CAE908E9A81F7,2.02401E+13,103.93195112262035,1.3530614134460548
291,143950,75121,B06,3544,0E5B7B5BF5ECC5F9,2.02401E+13,103.93902864572405,1.3559476245432733
291,143463,75129,B05,3319,B59D3F165E2D3DA4,2.02401E+13,103.93921901485028,1.3556655372628998
291,143516,76159,B08,2540,D9E025821AA38FCD,2.02401E+13,103.94716285181681,1.3551953627351874
291,145233,75099,B01,4850,CB560DFDE67B747B,2.02401E+13,103.93418783106758,1.3481272220717504
291,145400,75169,B04,209,226DF7AAB72B0541,2.02401E+13,103.93445783968241,1.3533233523998467
291,145560,76151,B07,416,A4790AA112983E09,2.02401E+13,103.94712159212827,1.3553223362911668
291,146648,76439,B05,2392,2EAE2DBF76B0E4FB,2.02401E+13,103.96256841332739,1.352899741685801
291,146687,76419,B02,1801,0384F745E704B4D2,2.02401E+13,103.95643601000177,1.3536743595021175
291,146911,76459,B01,2154,DAE52F2373A98156,2.02401E+13,103.95866641600705,1.3521016137628616
291,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
291,147495,76401,B05,1566,E5FFDC86FB1012C4,2.02401E+13,103.95092605185296,1.354949273013084
291,146428,75139,B07,1717,04D912566E197548,2.02401E+13,103.9360065015857,1.3556424949488126
291,145913,76449,B03,229,E18B8E5C2CB6698C,2.02401E+13,103.96106860759683,1.3520916419824769
291,147554,75161,B03,2021,8E2B5F7CDAE3F1D9,2.02401E+13,103.9345376943216,1.3531995001538732
291,147023,75109,B01,1405,CF36A911D4EAF544,2.02401E+13,103.9309621168872,1.351198076836413
291,147024,75081,B04,1406,3770C00A39075A88,2.02401E+13,103.93434457847232,1.3498422703849506
292,144135,76069,B02,3659,CF0537B7835EF717,2.02401E+13,103.94210020615222,1.348607654888784
292,144588,76081,B04,769,DBE0C605F500706B,2.02401E+13,103.9493595819991,1.3495636439118741
292,143144,76291,B01,1432,6DA6E2B3A3E6A2FC,2.02401E+13,103.9511970622688,1.3488049386514858
292,143465,76059,B04,3321,16AF5EF2CA022CC7,2.02401E+13,103.94164209835674,1.3530343342261109
292,143466,76051,B03,3322,06BAB3392177B7A6,2.02401E+13,103.94130244409511,1.3531490579339334
292,145219,76329,B01,4835,3D15C2800D3E94D0,2.02401E+13,103.94984503867269,1.3463897845346964
292,146272,76339,B03,3348,3DC1191B052CCCB4,2.02401E+13,103.94753214828906,1.3454053692899985
292,147357,76301,B03,4420,183DD463F9BCC9D5,2.02401E+13,103.95356475765321,1.349093353514099
292,146905,76089,B03,1816,83D0F57EB7840363,2.02401E+13,103.94914464304748,1.3491169144777522
292,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
292,146410,76099,B05,1699,C9E09CE6413B4DEC,2.02401E+13,103.95240094559975,1.3502430701437258
292,146037,76061,B01,4986,E7FF38FD9C688C31,2.02401E+13,103.94186013742609,1.3481564881062398
293,144179,76199,B04,3428,6E9BD37291F51DDE,2.02401E+13,103.94529736683316,1.3565944459015506
293,144478,76191,B03,372,C23E8938DDE34D3F,2.02401E+13,103.94480175846428,1.3568857098798686
293,144677,76391,B02,4628,4D984364CF2E678B,2.02401E+13,103.9474570012359,1.3584609930441627
293,142558,76311,B01,3111,D092F7E53AEB8090,2.02401E+13,103.95532664680546,1.3579654189341044
293,142570,76259,B05,3123,DD94E3A4B20DCBA0,2.02401E+13,103.95827691424422,1.3595593675670747
293,142590,76369,B08,4564,E6259997B5ACA943,2.02401E+13,103.95026389408712,1.3602707821326874
293,142665,76269,B03,4192,A57A26FBCCE201ED,2.02401E+13,103.95734640473096,1.3619125545963466
293,142951,76399,B01,863,E3E3C8CBA8EDAB3E,2.02401E+13,103.9472079285574,1.3585841681992143
293,143172,76359,B06,2045,7C261CD2519A0EE3,2.02401E+13,103.9522384342441,1.362131701872219
293,143243,75079,B05,3268,0653B90D64521FA1,2.02401E+13,103.93700625034573,1.348602525659818
293,143337,76251,B06,1961,19840D8A01F45592,2.02401E+13,103.95828045532289,1.3597309583537291
293,143354,76371,B01,2567,EE21DEFD81D29EEC,2.02401E+13,103.95422645764339,1.3585427643131818
293,143959,76231,B11,4885,AE3D38417DE09743,2.02401E+13,103.9574806026857,1.356755998097581
293,143960,76239,B12,4886,207E83DE8655B5EF,2.02401E+13,103.95764083325784,1.3565378024787818
293,143464,76119,B05,3320,1C9BEC67688CA45F,2.02401E+13,103.94017158030985,1.3519095777610477
293,143465,76059,B04,3321,16AF5EF2CA022CC7,2.02401E+13,103.94164209835674,1.3530343342261109
293,143466,76051,B03,3322,06BAB3392177B7A6,2.02401E+13,103.94130244409511,1.3531490579339334
293,143467,76111,B06,3323,F10AC6495AE15FF9,2.02401E+13,103.94029428697341,1.3515585004795105
293,143506,76271,B02,2530,4E9321B56D72C4F1,2.02401E+13,103.9551462,1.3618155923471775
293,143811,75159,B04,1514,1AD547A813919D83,2.02401E+13,103.93144358523455,1.3540588326773064
293,143847,76351,B05,1838,08278685965D09B9,2.02401E+13,103.95298930748027,1.3621401600530336
293,145156,75339,B03,1038,145E92B35865BCE3,2.02401E+13,103.93413955208172,1.3584603916632452
293,145566,76221,B09,4666,127A3A00486DE7E2,2.02401E+13,103.9539874715118,1.3563771920254168
293,145568,76211,B07,4668,4E6C3EF07D0A56A3,2.02401E+13,103.95114869711688,1.3567013956822165
293,146126,75151,B03,989,8B6FC5EC5CDD0AD6,2.02401E+13,103.93143586032909,1.3545515336104768
293,146714,75141,B10,2094,89CABD30D87DF2C4,2.02401E+13,103.93386366156457,1.3562049536058585
293,147329,76279,B01,2889,296AC8B343DBB5F3,2.02401E+13,103.95516060119607,1.3619978667414103
293,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
293,145837,76129,B03,5131,FDD2BD81FA8F31FD,2.02401E+13,103.93794240945017,1.3497920762085431
293,145838,76121,B04,5132,F6B834E449E72A99,2.02401E+13,103.93820095266834,1.350151750030043
293,147498,75089,B03,1569,14075B2E62646C00,2.02401E+13,103.93411969989724,1.3497534215845222
293,147023,75109,B01,1405,CF36A911D4EAF544,2.02401E+13,103.9309621168872,1.351198076836413
293,147024,75081,B04,1406,3770C00A39075A88,2.02401E+13,103.93434457847232,1.3498422703849506
293,147040,76261,B04,2076,74A0F3ACDEAD30A9,2.02401E+13,103.95741648335076,1.3616570071444984
293,145993,76361,B07,589,EBCD142482AB406B,2.02401E+13,103.9502821941455,1.3599697343495185
293,146009,75101,B02,649,5D17837F7CF76730,2.02401E+13,103.93153684548012,1.3510676742123302
293,146576,76471,B03,1275,072A9D55FF4AE816,2.02401E+13,103.95116702597437,1.3585379668249433
293,146587,75329,B01,1767,D0881E7092AE40D8,2.02401E+13,103.93627307391532,1.3577034289801198
293,146596,75071,B06,2435,F3DCB25EA349A7AD,2.02401E+13,103.93648392544542,1.3489569922570446
296,144681,75499,NIL,3725,6B36EE51CE2ED8D8,2.02401E+13,103.9368422204765,1.3660737558081837
296,144798,75491,NIL,3741,31BF8D13476BC0F3,2.02401E+13,103.93665914264827,1.365777056759682
296,142814,75481,NIL,3067,BE202A15EC1AD4B5,2.02401E+13,103.93785638789798,1.3637460174102753
296,143950,75121,B06,3544,0E5B7B5BF5ECC5F9,2.02401E+13,103.93902864572405,1.3559476245432733
296,143463,75129,B05,3319,B59D3F165E2D3DA4,2.02401E+13,103.93921901485028,1.3556655372628998
296,143642,75261,B02,1996,66DCAD0B963E5AB6,2.02401E+13,103.93796352387506,1.3579880186391664
296,145620,75269,B01,4051,720D8C73630CEB71,2.02401E+13,103.93813521164545,1.3591339745412836
296,145628,75479,B03,4060,681C828805B4FDA3,2.02401E+13,103.93826906361402,1.361857196906292
296,145684,75471,B04,4065,6741516E0534B30F,2.02401E+13,103.93791588330636,1.3616514318248838
296,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
460,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
